Prototype,Vintage,Object Class_1,Object Name_1.1,#SpaceType,Field Name,Value,Unit,Field Name,Value,Unit,Field Name,Value,Object Class_2,Object Name_2.1,Number_of_People_Schedule_Name,Number_of_People_Calculation_Method,People_per_Floor_Area,Activity_Level_Schedule_Name,Object Class_3,Object Name_3.1,Schedule_Name,Design_Level_Calculation_Method,Lights_Wattes_per_Floor_Area,Unit,End_Use_Subcategory_3.1,Object Class_4,Object Name_4.1,Schedule_Name,Design_Level_Calculation_Method,Equip_Wattes_per_Floor_Area,Unit,End_Use_Subcategory_4.1,Object Name_4.2,Schedule_Name,Design_Level_Calculation_Method,Refrig_Wattes_per_Floor_Area,Unit,End_Use_Subcategory_4.2,Object Class_5,Object Name_5.1,Schedule_Name,Design_Level_Calculation_Method,Gas_Power_per_Floor_Area,Unit,End_Use_Subcategory_5.1,Object Class_6,Object Name_6.1,Schedule_Name,Design_Level_Calculation_Method,Infil_Air_Change_per_hour,Infil_Flow_Rate_per_Exterior_Surface_Area,Object Class_7,Object Name_7.1,Outdoor_Air_Method,Outdoor_Airflow_per_Person,Outdoor_Airflow_per_Zone_Floor_Area,Outdoor_Airflow_per_Zone,Outdoor_Air_Schedule_Name,Object Class_8,Object Name_8.1,#Water_Heater_Type,Flow_Rate_Fraction_Schedule_Name,Target_Temperature_Schedule_Name,Peak_Flow_Rate,Object Class_9,Object Name_9.1,Heating_SetPoint_Schedule_Name,Cooling_SetPoint_Schedule_Name
Lab,V2,ZONE,Perimeter_bot_zn_2 ,Office Area (>250 square feet),Multiplier,1,n/a,Floor_Area,1413.04,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_bot_zn_2 ,LabOfficeOccupancy,People/Area,0.005,FunctionalAreaPeopleActivityLevel,LIGHT,Lights_Office Area (>250 square feet),LabOfficeLights,Watts/Area,0.75,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Office Area (>250 square feet),LabOfficeElecEquipment,Watts/Area,0.7,W/ft2,Receptacle,Refrig_Office Area (>250 square feet),LabOfficeRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Office Area (>250 square feet),LabOfficeGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_bot_zn_2 ,LabOfficeInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_bot_zn_2 ,Maximum,15.0,0.15,0,LabOfficeHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_bot_zn_2 ,Gas,LabOfficeServiceHotWater,TargetSHWTemp135,0.0211956,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_bot_zn_2 ,LabOfficeHtgSetpt,LabOfficeClgSetpt
Lab,V2,ZONE,Perimeter_bot_zn_3 ,Office Area (>250 square feet),Multiplier,1,n/a,Floor_Area,2231.98,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_bot_zn_3 ,LabOfficeOccupancy,People/Area,0.005,FunctionalAreaPeopleActivityLevel,LIGHT,Lights_Office Area (>250 square feet),LabOfficeLights,Watts/Area,0.75,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Office Area (>250 square feet),LabOfficeElecEquipment,Watts/Area,0.7,W/ft2,Receptacle,Refrig_Office Area (>250 square feet),LabOfficeRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Office Area (>250 square feet),LabOfficeGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_bot_zn_3 ,LabOfficeInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_bot_zn_3 ,Maximum,15.0,0.15,0,LabOfficeHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_bot_zn_3 ,Gas,LabOfficeServiceHotWater,TargetSHWTemp135,0.0334797,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_bot_zn_3 ,LabOfficeHtgSetpt,LabOfficeClgSetpt
Lab,V2,ZONE,Perimeter_bot_zn_4 ,Office Area (>250 square feet),Multiplier,1,n/a,Floor_Area,1412.94,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_bot_zn_4 ,LabOfficeOccupancy,People/Area,0.005,FunctionalAreaPeopleActivityLevel,LIGHT,Lights_Office Area (>250 square feet),LabOfficeLights,Watts/Area,0.75,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Office Area (>250 square feet),LabOfficeElecEquipment,Watts/Area,0.7,W/ft2,Receptacle,Refrig_Office Area (>250 square feet),LabOfficeRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Office Area (>250 square feet),LabOfficeGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_bot_zn_4 ,LabOfficeInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_bot_zn_4 ,Maximum,15.0,0.15,0,LabOfficeHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_bot_zn_4 ,Gas,LabOfficeServiceHotWater,TargetSHWTemp135,0.0211941,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_bot_zn_4 ,LabOfficeHtgSetpt,LabOfficeClgSetpt
Lab,V2,ZONE,Perimeter_mid_zn_1 ,"Laboratory, Scientific",Multiplier,1,n/a,Floor_Area,2231.98,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_mid_zn_1 ,LabOccupancy,People/Area,0.025,FunctionalAreaPeopleActivityLevel,LIGHT,"Lights_Laboratory, Scientific",LabLights,Watts/Area,1.4,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,"Equip_Laboratory, Scientific",LabElecEquipment,Watts/Area,2.0,W/ft2,Receptacle,"Refrig_Laboratory, Scientific",LabRefrigeration,Watts/Area,0.28,W/ft2,Refrigeration,GASEQUIPMENT,"Gas_Laboratory, Scientific",LabGasEquipment,Power/Area,13.0,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_mid_zn_1 ,LabInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_mid_zn_1 ,Maximum,15.0,0.15,2231.98,LabHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_mid_zn_1 ,Gas,LabServiceHotWater,TargetSHWTemp135,0.1673985,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_mid_zn_1 ,LabHtgSetpt,LabClgSetpt
Lab,V2,ZONE,Perimeter_mid_zn_2 ,"Laboratory, Scientific",Multiplier,1,n/a,Floor_Area,1413.04,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_mid_zn_2 ,LabOccupancy,People/Area,0.025,FunctionalAreaPeopleActivityLevel,LIGHT,"Lights_Laboratory, Scientific",LabLights,Watts/Area,1.4,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,"Equip_Laboratory, Scientific",LabElecEquipment,Watts/Area,2.0,W/ft2,Receptacle,"Refrig_Laboratory, Scientific",LabRefrigeration,Watts/Area,0.28,W/ft2,Refrigeration,GASEQUIPMENT,"Gas_Laboratory, Scientific",LabGasEquipment,Power/Area,13.0,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_mid_zn_2 ,LabInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_mid_zn_2 ,Maximum,15.0,0.15,1413.04,LabHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_mid_zn_2 ,Gas,LabServiceHotWater,TargetSHWTemp135,0.10597799999999999,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_mid_zn_2 ,LabHtgSetpt,LabClgSetpt
Lab,V2,ZONE,Perimeter_mid_zn_3 ,"Laboratory, Scientific",Multiplier,1,n/a,Floor_Area,2231.98,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_mid_zn_3 ,LabOccupancy,People/Area,0.025,FunctionalAreaPeopleActivityLevel,LIGHT,"Lights_Laboratory, Scientific",LabLights,Watts/Area,1.4,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,"Equip_Laboratory, Scientific",LabElecEquipment,Watts/Area,2.0,W/ft2,Receptacle,"Refrig_Laboratory, Scientific",LabRefrigeration,Watts/Area,0.28,W/ft2,Refrigeration,GASEQUIPMENT,"Gas_Laboratory, Scientific",LabGasEquipment,Power/Area,13.0,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_mid_zn_3 ,LabInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_mid_zn_3 ,Maximum,15.0,0.15,2231.98,LabHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_mid_zn_3 ,Gas,LabServiceHotWater,TargetSHWTemp135,0.1673985,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_mid_zn_3 ,LabHtgSetpt,LabClgSetpt
Lab,V2,ZONE,Perimeter_mid_zn_4,"Laboratory, Scientific",Multiplier,1,n/a,Floor_Area,1412.94,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_mid_zn_4,LabOccupancy,People/Area,0.025,FunctionalAreaPeopleActivityLevel,LIGHT,"Lights_Laboratory, Scientific",LabLights,Watts/Area,1.4,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,"Equip_Laboratory, Scientific",LabElecEquipment,Watts/Area,2.0,W/ft2,Receptacle,"Refrig_Laboratory, Scientific",LabRefrigeration,Watts/Area,0.28,W/ft2,Refrigeration,GASEQUIPMENT,"Gas_Laboratory, Scientific",LabGasEquipment,Power/Area,13.0,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_mid_zn_4,LabInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_mid_zn_4,Maximum,15.0,0.15,1412.94,LabHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_mid_zn_4,Gas,LabServiceHotWater,TargetSHWTemp135,0.1059705,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_mid_zn_4,LabHtgSetpt,LabClgSetpt
Lab,V2,ZONE,Perimeter_top_zn_1 ,Office Area (>250 square feet),Multiplier,1,n/a,Floor_Area,2231.98,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_top_zn_1 ,LabOfficeOccupancy,People/Area,0.005,FunctionalAreaPeopleActivityLevel,LIGHT,Lights_Office Area (>250 square feet),LabOfficeLights,Watts/Area,0.75,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Office Area (>250 square feet),LabOfficeElecEquipment,Watts/Area,0.7,W/ft2,Receptacle,Refrig_Office Area (>250 square feet),LabOfficeRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Office Area (>250 square feet),LabOfficeGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_top_zn_1 ,LabOfficeInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_top_zn_1 ,Maximum,15.0,0.15,0,LabOfficeHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_top_zn_1 ,Gas,LabOfficeServiceHotWater,TargetSHWTemp135,0.0334797,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_top_zn_1 ,LabOfficeHtgSetpt,LabOfficeClgSetpt
Lab,V2,ZONE,Perimeter_top_zn_2 ,Office Area (>250 square feet),Multiplier,1,n/a,Floor_Area,1413.04,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_top_zn_2 ,LabOfficeOccupancy,People/Area,0.005,FunctionalAreaPeopleActivityLevel,LIGHT,Lights_Office Area (>250 square feet),LabOfficeLights,Watts/Area,0.75,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Office Area (>250 square feet),LabOfficeElecEquipment,Watts/Area,0.7,W/ft2,Receptacle,Refrig_Office Area (>250 square feet),LabOfficeRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Office Area (>250 square feet),LabOfficeGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_top_zn_2 ,LabOfficeInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_top_zn_2 ,Maximum,15.0,0.15,0,LabOfficeHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_top_zn_2 ,Gas,LabOfficeServiceHotWater,TargetSHWTemp135,0.0211956,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_top_zn_2 ,LabOfficeHtgSetpt,LabOfficeClgSetpt
Lab,V2,ZONE,Perimeter_top_zn_3 ,Office Area (>250 square feet),Multiplier,1,n/a,Floor_Area,2231.98,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_top_zn_3 ,LabOfficeOccupancy,People/Area,0.005,FunctionalAreaPeopleActivityLevel,LIGHT,Lights_Office Area (>250 square feet),LabOfficeLights,Watts/Area,0.75,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Office Area (>250 square feet),LabOfficeElecEquipment,Watts/Area,0.7,W/ft2,Receptacle,Refrig_Office Area (>250 square feet),LabOfficeRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Office Area (>250 square feet),LabOfficeGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_top_zn_3 ,LabOfficeInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_top_zn_3 ,Maximum,15.0,0.15,0,LabOfficeHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_top_zn_3 ,Gas,LabOfficeServiceHotWater,TargetSHWTemp135,0.0334797,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_top_zn_3 ,LabOfficeHtgSetpt,LabOfficeClgSetpt
Lab,V2,ZONE,Perimeter_top_zn_4 ,Office Area (>250 square feet),Multiplier,1,n/a,Floor_Area,1412.94,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_top_zn_4 ,LabOfficeOccupancy,People/Area,0.005,FunctionalAreaPeopleActivityLevel,LIGHT,Lights_Office Area (>250 square feet),LabOfficeLights,Watts/Area,0.75,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Office Area (>250 square feet),LabOfficeElecEquipment,Watts/Area,0.7,W/ft2,Receptacle,Refrig_Office Area (>250 square feet),LabOfficeRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Office Area (>250 square feet),LabOfficeGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_top_zn_4 ,LabOfficeInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_top_zn_4 ,Maximum,15.0,0.15,0,LabOfficeHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_top_zn_4 ,Gas,LabOfficeServiceHotWater,TargetSHWTemp135,0.0211941,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_top_zn_4 ,LabOfficeHtgSetpt,LabOfficeClgSetpt
Lab,V2,ZONE,Topfloor_plenum ,Plenum,Multiplier,1,n/a,Floor_Area,17877.68,SF,Part_of_Total_Floor_Area,No,PEOPLE,People_Topfloor_plenum ,LabnanOccupancy,People/Area,0.0,None,LIGHT,Lights_Plenum,LabnanLights,Watts/Area,0.0,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Plenum,LabnanElecEquipment,Watts/Area,0.0,W/ft2,Receptacle,Refrig_Plenum,LabnanRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Plenum,LabnanGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Topfloor_plenum ,LabnanInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Topfloor_plenum ,Maximum,0.0,0,0,LabnanHVACAvail,WATERUSE:EQUIPMENT,WU_Topfloor_plenum ,Gas,LabnanServiceHotWater,TargetSHWTemp135,0.0,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Topfloor_plenum ,LabnanHtgSetpt,LabnanClgSetpt
Lab,V1,ZONE,Core_bottom,"Laboratory, Scientific",Multiplier,1,n/a,Floor_Area,10587.74,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Core_bottom,LabOccupancy,People/Area,0.025,FunctionalAreaPeopleActivityLevel,LIGHT,"Lights_Laboratory, Scientific",LabLights,Watts/Area,1.4,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,"Equip_Laboratory, Scientific",LabElecEquipment,Watts/Area,2.0,W/ft2,Receptacle,"Refrig_Laboratory, Scientific",LabRefrigeration,Watts/Area,0.28,W/ft2,Refrigeration,GASEQUIPMENT,"Gas_Laboratory, Scientific",LabGasEquipment,Power/Area,13.0,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Core_bottom,LabInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Core_bottom,Maximum,15.0,0.15,10587.74,LabHVACAvail,WATERUSE:EQUIPMENT,WU_Core_bottom,Gas,LabServiceHotWater,TargetSHWTemp135,0.7940804999999999,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Core_bottom,LabHtgSetpt,LabClgSetpt
Lab,V1,ZONE,Core_mid,"Laboratory, Scientific",Multiplier,1,n/a,Floor_Area,10587.74,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Core_mid,LabOccupancy,People/Area,0.025,FunctionalAreaPeopleActivityLevel,LIGHT,"Lights_Laboratory, Scientific",LabLights,Watts/Area,1.4,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,"Equip_Laboratory, Scientific",LabElecEquipment,Watts/Area,2.0,W/ft2,Receptacle,"Refrig_Laboratory, Scientific",LabRefrigeration,Watts/Area,0.28,W/ft2,Refrigeration,GASEQUIPMENT,"Gas_Laboratory, Scientific",LabGasEquipment,Power/Area,13.0,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Core_mid,LabInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Core_mid,Maximum,15.0,0.15,10587.74,LabHVACAvail,WATERUSE:EQUIPMENT,WU_Core_mid,Gas,LabServiceHotWater,TargetSHWTemp135,0.7940804999999999,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Core_mid,LabHtgSetpt,LabClgSetpt
Lab,V1,ZONE,Core_top ,"Laboratory, Scientific",Multiplier,1,n/a,Floor_Area,10587.74,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Core_top ,LabOccupancy,People/Area,0.025,FunctionalAreaPeopleActivityLevel,LIGHT,"Lights_Laboratory, Scientific",LabLights,Watts/Area,1.4,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,"Equip_Laboratory, Scientific",LabElecEquipment,Watts/Area,2.0,W/ft2,Receptacle,"Refrig_Laboratory, Scientific",LabRefrigeration,Watts/Area,0.28,W/ft2,Refrigeration,GASEQUIPMENT,"Gas_Laboratory, Scientific",LabGasEquipment,Power/Area,13.0,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Core_top ,LabInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Core_top ,Maximum,15.0,0.15,10587.74,LabHVACAvail,WATERUSE:EQUIPMENT,WU_Core_top ,Gas,LabServiceHotWater,TargetSHWTemp135,0.7940804999999999,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Core_top ,LabHtgSetpt,LabClgSetpt
Lab,V1,ZONE,Firstfloor_plenum ,Plenum,Multiplier,1,n/a,Floor_Area,17877.68,SF,Part_of_Total_Floor_Area,No,PEOPLE,People_Firstfloor_plenum ,LabnanOccupancy,People/Area,0.0,None,LIGHT,Lights_Plenum,LabnanLights,Watts/Area,0.0,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Plenum,LabnanElecEquipment,Watts/Area,0.0,W/ft2,Receptacle,Refrig_Plenum,LabnanRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Plenum,LabnanGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Firstfloor_plenum ,LabnanInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Firstfloor_plenum ,Maximum,0.0,0,0,LabnanHVACAvail,WATERUSE:EQUIPMENT,WU_Firstfloor_plenum ,Gas,LabnanServiceHotWater,TargetSHWTemp135,0.0,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Firstfloor_plenum ,LabnanHtgSetpt,LabnanClgSetpt
Lab,V1,ZONE,Midfloor_plenum,Plenum,Multiplier,1,n/a,Floor_Area,17877.68,SF,Part_of_Total_Floor_Area,No,PEOPLE,People_Midfloor_plenum,LabnanOccupancy,People/Area,0.0,None,LIGHT,Lights_Plenum,LabnanLights,Watts/Area,0.0,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Plenum,LabnanElecEquipment,Watts/Area,0.0,W/ft2,Receptacle,Refrig_Plenum,LabnanRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Plenum,LabnanGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Midfloor_plenum,LabnanInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Midfloor_plenum,Maximum,0.0,0,0,LabnanHVACAvail,WATERUSE:EQUIPMENT,WU_Midfloor_plenum,Gas,LabnanServiceHotWater,TargetSHWTemp135,0.0,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Midfloor_plenum,LabnanHtgSetpt,LabnanClgSetpt
Lab,V1,ZONE,Perimeter_bot_zn_1 ,Office Area (>250 square feet),Multiplier,1,n/a,Floor_Area,2231.98,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_bot_zn_1 ,LabOfficeOccupancy,People/Area,0.005,FunctionalAreaPeopleActivityLevel,LIGHT,Lights_Office Area (>250 square feet),LabOfficeLights,Watts/Area,0.75,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Office Area (>250 square feet),LabOfficeElecEquipment,Watts/Area,0.7,W/ft2,Receptacle,Refrig_Office Area (>250 square feet),LabOfficeRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Office Area (>250 square feet),LabOfficeGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_bot_zn_1 ,LabOfficeInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_bot_zn_1 ,Maximum,15.0,0.15,0,LabOfficeHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_bot_zn_1 ,Gas,LabOfficeServiceHotWater,TargetSHWTemp135,0.0334797,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_bot_zn_1 ,LabOfficeHtgSetpt,LabOfficeClgSetpt
Lab,V1,ZONE,Perimeter_bot_zn_2 ,Office Area (>250 square feet),Multiplier,1,n/a,Floor_Area,1413.04,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_bot_zn_2 ,LabOfficeOccupancy,People/Area,0.005,FunctionalAreaPeopleActivityLevel,LIGHT,Lights_Office Area (>250 square feet),LabOfficeLights,Watts/Area,0.75,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Office Area (>250 square feet),LabOfficeElecEquipment,Watts/Area,0.7,W/ft2,Receptacle,Refrig_Office Area (>250 square feet),LabOfficeRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Office Area (>250 square feet),LabOfficeGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_bot_zn_2 ,LabOfficeInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_bot_zn_2 ,Maximum,15.0,0.15,0,LabOfficeHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_bot_zn_2 ,Gas,LabOfficeServiceHotWater,TargetSHWTemp135,0.0211956,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_bot_zn_2 ,LabOfficeHtgSetpt,LabOfficeClgSetpt
Lab,V1,ZONE,Perimeter_bot_zn_3 ,Office Area (>250 square feet),Multiplier,1,n/a,Floor_Area,2231.98,SF,Part_of_Total_Floor_Area,Yes,PEOPLE,People_Perimeter_bot_zn_3 ,LabOfficeOccupancy,People/Area,0.005,FunctionalAreaPeopleActivityLevel,LIGHT,Lights_Office Area (>250 square feet),LabOfficeLights,Watts/Area,0.75,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Office Area (>250 square feet),LabOfficeElecEquipment,Watts/Area,0.7,W/ft2,Receptacle,Refrig_Office Area (>250 square feet),LabOfficeRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Office Area (>250 square feet),LabOfficeGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Perimeter_bot_zn_3 ,LabOfficeInfiltration,Flow/ExteriorWallArea,0,0.3301,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Perimeter_bot_zn_3 ,Maximum,15.0,0.15,0,LabOfficeHVACAvail,WATERUSE:EQUIPMENT,WU_Perimeter_bot_zn_3 ,Gas,LabOfficeServiceHotWater,TargetSHWTemp135,0.0334797,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Perimeter_bot_zn_3 ,LabOfficeHtgSetpt,LabOfficeClgSetpt
